Customer ID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
12488.0,9,3,1298.66,2011-11-30 08:50:00,5,3,4,534,12,Big Spenders
12489.0,335,1,334.93,2011-01-07 13:13:00,2,1,2,212,5,Hibernating
12490.0,4,21,9823.64,2011-12-04 16:07:00,5,5,5,555,15,Champions
12491.0,38,1,460.40000000000003,2011-11-01 12:18:00,4,1,2,412,7,New Customers
12492.0,62,3,715.21,2011-10-07 15:15:00,3,3,3,333,9,Potential Loyalists
12493.0,165,2,433.74,2011-06-27 10:17:00,3,2,2,322,7,Others
12494.0,15,9,1815.27,2011-11-24 09:34:00,5,5,4,554,14,Champions
12495.0,640,1,357.4,2010-03-09 10:53:00,1,1,2,112,4,Hibernating
12496.0,619,2,45.34,2010-03-29 14:06:00,1,2,1,121,4,Hibernating
12497.0,81,3,6248.5,2011-09-19 12:29:00,3,3,5,335,11,Big Spenders
12498.0,20,3,403.70000000000005,2011-11-18 12:53:00,4,3,2,432,9,Potential Loyalists
12499.0,559,1,393.72,2010-05-28 15:12:00,1,1,2,112,4,Hibernating
12500.0,22,19,5955.21,2011-11-16 16:20:00,4,5,5,455,14,Champions
12501.0,336,1,2169.39,2011-01-07 12:28:00,2,1,4,214,7,Hibernating
12502.0,95,5,3723.87,2011-09-05 11:52:00,3,4,5,345,12,Loyal Customers
12503.0,583,1,1126.0,2010-05-04 13:59:00,1,1,3,113,5,Hibernating
12504.0,17,4,779.05,2011-11-21 16:02:00,5,3,3,533,11,Potential Loyalists
12505.0,408,1,955.2,2010-10-27 09:18:00,2,1,3,213,6,Hibernating
12506.0,232,1,73.5,2011-04-21 08:54:00,2,1,1,211,4,Hibernating
12507.0,133,4,1844.06,2011-07-28 17:09:00,3,3,4,334,10,Big Spenders
12508.0,25,2,397.88,2011-11-13 15:37:00,4,2,2,422,8,New Customers
12509.0,283,1,176.5,2011-02-28 14:45:00,2,1,1,211,4,Hibernating
12510.0,142,9,5178.02,2011-07-20 10:15:00,3,5,5,355,13,Loyal Customers
12511.0,428,1,3084.02,2010-10-07 10:39:00,1,1,5,115,7,Hibernating
12512.0,65,2,132.18,2011-10-04 14:55:00,3,2,1,321,6,Others
12513.0,112,1,612.29,2011-08-19 10:51:00,3,1,3,313,7,Others
12514.0,266,2,1597.76,2011-03-17 16:38:00,2,2,4,224,8,Hibernating
12515.0,352,1,383.7,2010-12-21 15:43:00,2,1,2,212,5,Hibernating
12516.0,77,4,2648.62,2011-09-23 09:13:00,3,3,4,334,10,Big Spenders
12517.0,27,5,2481.6,2011-11-11 14:04:00,4,4,4,444,12,Champions
12518.0,0,5,2056.89,2011-12-09 10:13:00,5,4,4,544,13,Champions
12519.0,63,2,716.54,2011-10-07 09:26:00,3,2,3,323,8,Others
12520.0,78,5,2634.26,2011-09-21 15:23:00,3,4,4,344,11,Loyal Customers
12521.0,142,1,599.68,2011-07-20 10:51:00,3,1,2,312,6,Others
12522.0,38,2,192.72,2011-10-31 15:30:00,4,2,1,421,7,New Customers
12523.0,18,23,4352.35,2011-11-20 12:55:00,5,5,5,555,15,Champions
12524.0,8,17,11126.11,2011-11-30 15:31:00,5,5,5,555,15,Champions
12525.0,497,3,973.73,2010-07-29 16:08:00,1,3,3,133,7,At Risk
12526.0,0,3,1316.66,2011-12-09 12:09:00,5,3,4,534,12,Big Spenders
12527.0,81,5,735.51,2011-09-19 11:55:00,3,4,3,343,10,Loyal Customers
12528.0,8,6,1933.48,2011-11-30 14:40:00,5,4,4,544,13,Champions
12529.0,527,1,316.48,2010-06-29 13:10:00,1,1,2,112,4,Hibernating
12530.0,59,9,3759.26,2011-10-11 12:34:00,3,5,5,355,13,Loyal Customers
12531.0,14,2,1933.2,2011-11-25 11:12:00,5,2,4,524,11,Big Spenders
12532.0,29,1,349.83000000000004,2011-11-09 13:47:00,4,1,2,412,7,New Customers
12533.0,627,2,1367.89,2010-03-22 10:56:00,1,2,4,124,7,Hibernating
12534.0,130,1,1089.18,2011-08-01 10:26:00,3,1,3,313,7,Others
12535.0,91,2,716.35,2011-09-09 08:48:00,3,2,3,323,8,Others
12536.0,42,3,12601.830000000002,2011-10-27 14:20:00,4,3,5,435,12,Big Spenders
12537.0,408,1,732.94,2010-10-27 08:36:00,2,1,3,213,6,Hibernating
12538.0,28,2,640.45,2011-11-10 17:16:00,4,2,3,423,9,New Customers
12539.0,21,7,11214.75,2011-11-17 13:30:00,4,4,5,445,13,Champions
12540.0,19,33,22254.49,2011-11-20 11:31:00,4,5,5,455,14,Champions
12541.0,29,3,981.18,2011-11-10 10:40:00,4,3,3,433,10,Potential Loyalists
12542.0,483,2,481.88,2010-08-12 19:12:00,1,2,2,122,5,Hibernating
12543.0,447,1,980.25,2010-09-17 15:51:00,1,1,3,113,5,Hibernating
12544.0,35,1,372.7,2011-11-03 16:15:00,4,1,2,412,7,New Customers
12545.0,74,2,1000.39,2011-09-25 13:39:00,3,2,3,323,8,Others
12546.0,46,2,1161.5,2011-10-24 12:09:00,4,2,3,423,9,New Customers
12547.0,197,3,383.58,2011-05-26 12:38:00,2,3,2,232,7,Others
12548.0,165,1,95.19999999999999,2011-06-26 15:35:00,3,1,1,311,5,Others
12549.0,575,6,1575.68,2010-05-13 12:05:00,1,4,4,144,9,At Risk
12550.0,78,1,964.83,2011-09-21 14:35:00,3,1,3,313,7,Others
12551.0,357,1,168.0,2010-12-17 11:23:00,2,1,1,211,4,Hibernating
12552.0,38,2,437.82,2011-11-01 10:02:00,4,2,2,422,8,New Customers
12553.0,7,12,4608.75,2011-12-01 16:38:00,5,5,5,555,15,Champions
12554.0,448,1,468.5,2010-09-17 12:29:00,1,1,2,112,4,Hibernating
12555.0,681,1,129.23,2010-01-26 16:26:00,1,1,1,111,3,Hibernating
12556.0,49,2,599.56,2011-10-20 13:06:00,4,2,2,422,8,New Customers
12557.0,15,8,18096.14,2011-11-23 16:59:00,5,4,5,545,14,Champions
12558.0,7,1,269.96,2011-12-02 10:41:00,5,1,1,511,7,New Customers
12559.0,310,2,561.71,2011-02-02 09:49:00,2,2,2,222,6,Hibernating
12560.0,4,3,2134.01,2011-12-04 13:54:00,5,3,4,534,12,Big Spenders
12561.0,302,1,238.85,2011-02-10 11:39:00,2,1,1,211,4,Hibernating
12562.0,7,9,4966.92,2011-12-01 17:20:00,5,5,5,555,15,Champions
12563.0,408,1,249.24,2010-10-27 09:52:00,2,1,1,211,4,Hibernating
12564.0,260,1,456.90000000000003,2011-03-23 14:55:00,2,1,2,212,5,Hibernating
12565.0,288,1,145.92000000000002,2011-02-24 10:34:00,2,1,1,211,4,Hibernating
12566.0,85,1,351.65,2011-09-14 14:30:00,3,1,2,312,6,Others
12567.0,22,15,11767.48,2011-11-17 11:02:00,4,5,5,455,14,Champions
12568.0,644,1,70.0,2010-03-05 09:15:00,1,1,1,111,3,Hibernating
12569.0,1,32,4124.6900000000005,2011-12-07 16:24:00,5,5,5,555,15,Champions
12570.0,681,1,77.52,2010-01-26 17:28:00,1,1,1,111,3,Hibernating
12571.0,39,2,519.61,2011-10-31 10:19:00,4,2,2,422,8,New Customers
12572.0,8,2,1020.4200000000001,2011-12-01 09:20:00,5,2,3,523,10,New Customers
12573.0,226,5,717.41,2011-04-26 15:52:00,2,4,3,243,9,At Risk
12574.0,315,1,218.45000000000002,2011-01-28 09:20:00,2,1,1,211,4,Hibernating
12575.0,456,2,622.82,2010-09-08 13:09:00,1,2,3,123,6,Hibernating
12576.0,35,8,2142.7200000000003,2011-11-04 10:11:00,4,4,4,444,12,Champions
12577.0,34,8,1617.1,2011-11-04 13:24:00,4,4,4,444,12,Champions
12578.0,20,4,4642.45,2011-11-18 13:30:00,4,3,5,435,12,Big Spenders
12579.0,77,1,440.42,2011-09-22 17:15:00,3,1,2,312,6,Others
12580.0,246,2,1052.9,2011-04-07 10:24:00,2,2,3,223,7,Hibernating
12581.0,39,1,197.71,2011-10-31 08:56:00,4,1,1,411,6,New Customers
12582.0,238,4,1980.4,2011-04-15 08:45:00,2,3,4,234,9,At Risk
12583.0,2,27,13591.58,2011-12-07 08:07:00,5,5,5,555,15,Champions
12584.0,3,9,2338.15,2011-12-06 09:35:00,5,5,4,554,14,Champions
12585.0,233,2,2040.1,2011-04-19 13:39:00,2,2,4,224,8,Hibernating
12586.0,16,4,2062.67,2011-11-22 16:24:00,5,3,4,534,12,Big Spenders
12587.0,7,1,144.0,2011-12-02 12:47:00,5,1,1,511,7,New Customers
12588.0,38,4,958.78,2011-10-31 15:01:00,4,3,3,433,10,Potential Loyalists
12589.0,28,8,4695.66,2011-11-11 10:19:00,4,4,5,445,13,Champions
12590.0,210,2,9864.26,2011-05-12 14:52:00,2,2,5,225,9,Hibernating
12591.0,316,3,1338.95,2011-01-26 14:35:00,2,3,4,234,9,At Risk
12592.0,91,5,2582.66,2011-09-08 15:04:00,3,4,4,344,11,Loyal Customers
12593.0,108,3,418.1,2011-08-23 12:43:00,3,3,2,332,8,Potential Loyalists
12594.0,37,15,5090.110000000001,2011-11-02 12:20:00,4,5,5,455,14,Champions
12595.0,504,1,299.02,2010-07-23 09:10:00,1,1,2,112,4,Hibernating
12596.0,50,2,618.27,2011-10-19 13:02:00,4,2,3,423,9,New Customers
12597.0,18,4,3811.22,2011-11-20 13:33:00,5,3,5,535,13,Big Spenders
12598.0,9,11,4534.09,2011-11-30 12:18:00,5,5,5,555,15,Champions
12599.0,28,13,2296.72,2011-11-10 13:34:00,4,5,4,454,13,Champions
12600.0,28,21,4967.42,2011-11-11 10:29:00,4,5,5,455,14,Champions
12601.0,189,6,681.26,2011-06-03 10:17:00,2,4,3,243,9,At Risk
12602.0,58,1,153.12,2011-10-12 11:22:00,4,1,1,411,6,New Customers
12603.0,21,1,739.1999999999999,2011-11-18 10:42:00,4,1,3,413,8,New Customers
12604.0,78,2,254.18,2011-09-21 14:08:00,3,2,1,321,6,Others
12605.0,375,4,1232.95,2010-11-28 14:18:00,2,3,4,234,9,At Risk
12606.0,681,1,21.0,2010-01-26 16:23:00,1,1,1,111,3,Hibernating
12607.0,59,1,1579.51,2011-10-10 16:06:00,3,1,4,314,8,Big Spenders
12608.0,404,1,415.79,2010-10-31 10:49:00,2,1,2,212,5,Hibernating
12609.0,77,9,3435.86,2011-09-22 16:34:00,3,5,5,355,13,Loyal Customers
12610.0,22,5,2099.54,2011-11-17 09:34:00,4,4,4,444,12,Champions
12611.0,51,1,1193.32,2011-10-18 13:12:00,4,1,3,413,8,New Customers
12612.0,73,1,704.04,2011-09-26 15:35:00,3,1,3,313,7,Others
12613.0,56,10,6817.37,2011-10-13 14:59:00,4,5,5,455,14,Champions
12614.0,277,1,315.6,2011-03-07 10:22:00,2,1,2,212,5,Hibernating
12615.0,1,8,5740.9800000000005,2011-12-07 15:02:00,5,4,5,545,14,Champions
12616.0,94,3,1131.1,2011-09-05 15:17:00,3,3,3,333,9,Potential Loyalists
12617.0,28,1,352.98,2011-11-10 14:39:00,4,1,2,412,7,New Customers
12618.0,21,1,177.31,2011-11-18 11:10:00,4,1,1,411,6,New Customers
12619.0,15,10,3781.38,2011-11-23 14:52:00,5,5,5,555,15,Champions
12620.0,14,3,1339.41,2011-11-25 10:20:00,5,3,4,534,12,Big Spenders
12621.0,1,35,24311.2,2011-12-08 11:25:00,5,5,5,555,15,Champions
12622.0,231,1,180.1,2011-04-21 16:39:00,2,1,1,211,4,Hibernating
12623.0,275,7,3747.84,2011-03-08 13:50:00,2,4,5,245,11,At Risk
12624.0,105,2,641.13,2011-08-25 15:04:00,3,2,3,323,8,Others
12625.0,211,4,5164.88,2011-05-12 09:54:00,2,3,5,235,10,At Risk
12626.0,22,9,6620.4800000000005,2011-11-16 16:06:00,4,5,5,455,14,Champions
12627.0,10,7,4478.53,2011-11-29 12:07:00,5,4,5,545,14,Champions
12628.0,3,3,786.46,2011-12-05 13:15:00,5,3,3,533,11,Potential Loyalists
12629.0,385,2,1558.22,2010-11-19 09:18:00,2,2,4,224,8,Hibernating
12630.0,9,2,1270.88,2011-11-30 10:48:00,5,2,4,524,11,Big Spenders
12631.0,56,6,3481.57,2011-10-13 13:53:00,4,4,5,445,13,Champions
12632.0,520,2,804.88,2010-07-07 09:39:00,1,2,3,123,6,Hibernating
12633.0,58,7,5678.16,2011-10-12 11:40:00,4,4,5,445,13,Champions
12634.0,535,2,490.0,2010-06-22 10:05:00,1,2,2,122,5,Hibernating
12635.0,89,4,2930.41,2011-09-11 11:04:00,3,3,5,335,11,Big Spenders
12636.0,738,1,141.0,2009-12-01 09:55:00,1,1,1,111,3,Hibernating
12637.0,66,12,8283.81,2011-10-03 13:46:00,3,5,5,355,13,Loyal Customers
12638.0,32,2,921.49,2011-11-06 13:11:00,4,2,3,423,9,New Customers
12639.0,238,3,1312.3700000000001,2011-04-15 12:48:00,2,3,4,234,9,At Risk
12640.0,23,3,1174.58,2011-11-16 11:52:00,4,3,3,433,10,Potential Loyalists
12641.0,114,1,185.9,2011-08-16 13:26:00,3,1,1,311,5,Others
12642.0,24,3,1013.26,2011-11-14 15:03:00,4,3,3,433,10,Potential Loyalists
12643.0,127,12,8304.82,2011-08-03 12:56:00,3,5,5,355,13,Loyal Customers
12644.0,129,4,1918.49,2011-08-02 10:33:00,3,3,4,334,10,Big Spenders
12645.0,33,8,3539.3,2011-11-06 12:38:00,4,4,5,445,13,Champions
12646.0,4,2,1346.97,2011-12-05 10:14:00,5,2,4,524,11,Big Spenders
12647.0,21,36,16955.55,2011-11-17 12:56:00,4,5,5,455,14,Champions
12648.0,154,4,1112.0,2011-07-08 11:55:00,3,3,3,333,9,Potential Loyalists
12649.0,106,8,2294.65,2011-08-24 14:41:00,3,4,4,344,11,Loyal Customers
12650.0,2,1,314.44,2011-12-06 16:34:00,5,1,2,512,8,New Customers
12651.0,334,4,377.75,2011-01-09 12:46:00,2,3,2,232,7,Others
12652.0,330,2,1017.0300000000001,2011-01-12 15:00:00,2,2,3,223,7,Hibernating
12653.0,148,3,4160.83,2011-07-14 10:41:00,3,3,5,335,11,Big Spenders
12654.0,10,5,601.98,2011-11-29 10:10:00,5,4,2,542,11,Loyal Customers
12655.0,423,1,261.35,2010-10-12 09:17:00,1,1,1,111,3,Hibernating
12656.0,16,8,6407.83,2011-11-22 13:42:00,5,4,5,545,14,Champions
12657.0,10,4,1643.18,2011-11-28 15:47:00,5,3,4,534,12,Big Spenders
12658.0,18,1,686.05,2011-11-21 10:22:00,5,1,3,513,9,New Customers
12659.0,29,1,91.68,2011-11-10 11:53:00,4,1,1,411,6,New Customers
12660.0,10,1,245.10000000000002,2011-11-28 13:26:00,5,1,1,511,7,New Customers
12661.0,435,1,162.0,2010-09-29 16:46:00,1,1,1,111,3,Hibernating
12662.0,0,20,6726.54,2011-12-09 11:59:00,5,5,5,555,15,Champions
12663.0,624,2,239.4,2010-03-25 09:40:00,1,2,1,121,4,Hibernating
12664.0,7,11,6070.04,2011-12-01 17:07:00,5,5,5,555,15,Champions
12665.0,324,3,313.6,2011-01-19 08:34:00,2,3,2,232,7,Others
12666.0,393,1,1248.42,2010-11-10 16:40:00,2,1,4,214,7,Hibernating
12667.0,57,1,620.13,2011-10-12 17:00:00,4,1,3,413,8,New Customers
12668.0,11,10,11383.03,2011-11-28 10:56:00,5,5,5,555,15,Champions
12669.0,150,3,2744.0299999999997,2011-07-12 09:54:00,3,3,4,334,10,Big Spenders
12670.0,9,7,3760.29,2011-11-29 15:23:00,5,4,5,545,14,Champions
12671.0,605,1,2622.481,2010-04-12 16:30:00,1,1,4,114,6,Hibernating
12672.0,329,2,437.05,2011-01-14 09:20:00,2,2,2,222,6,Hibernating
