Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,is_cancelled,is_return,is_zero_price,is_bad_debt,Revenue
489679,21258,VICTORIAN SEWING BOX LARGE,1,2009-12-02 10:00:00,12.75,16163.0,United Kingdom,False,False,False,False,12.75
489679,35979,SIX STRING SCANDINAVIAN HEART DECS,12,2009-12-02 10:00:00,2.95,16163.0,United Kingdom,False,False,False,False,35.400000000000006
489679,22321,BIRD DECORATION RED SPOT,12,2009-12-02 10:00:00,0.85,16163.0,United Kingdom,False,False,False,False,10.2
489682,22138,BAKING SET 9 PIECE RETROSPOT ,6,2009-12-02 10:08:00,4.95,15759.0,United Kingdom,False,False,False,False,29.700000000000003
489683,48116,DOOR MAT MULTICOLOUR STRIPE,2,2009-12-02 10:09:00,6.75,16131.0,United Kingdom,False,False,False,False,13.5
489683,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2009-12-02 10:09:00,1.69,16131.0,United Kingdom,False,False,False,False,40.56
489687,20675,BLUE SPOTTY BOWL,8,2009-12-02 10:41:00,1.25,17087.0,United Kingdom,False,False,False,False,10.0
489687,21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,24,2009-12-02 10:41:00,0.85,17087.0,United Kingdom,False,False,False,False,20.4
489688,85047,WHITE BEADED GARLAND STRING 20LIGHT,6,2009-12-02 10:42:00,6.35,14894.0,United Kingdom,False,False,False,False,38.1
489695,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2009-12-02 10:48:00,1.25,16202.0,United Kingdom,False,False,False,False,30.0
489695,21955,UNION JACK GUNS & ROSES  DOORMAT,2,2009-12-02 10:48:00,6.75,16202.0,United Kingdom,False,False,False,False,13.5
489695,85031B,BLOSSOM IMAGES SCRAP BOOK SET,24,2009-12-02 10:48:00,1.25,16202.0,United Kingdom,False,False,False,False,30.0
489699,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,2009-12-02 10:51:00,1.95,16700.0,United Kingdom,False,False,False,False,11.7
489702,20963,APPLE BATH SPONGE,10,2009-12-02 10:52:00,1.25,17511.0,United Kingdom,False,False,False,False,12.5
489702,21094,SET/6 RED SPOTTY PAPER PLATES,96,2009-12-02 10:52:00,0.64,17511.0,United Kingdom,False,False,False,False,61.44
489723,72756,FAIRY CAKE CANDLES,108,2009-12-02 10:58:00,1.25,14299.0,United Kingdom,False,False,False,False,135.0
489723,48184,DOOR MAT ENGLISH ROSE ,10,2009-12-02 10:58:00,5.95,14299.0,United Kingdom,False,False,False,False,59.5
489723,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2009-12-02 10:58:00,1.06,14299.0,United Kingdom,False,False,False,False,76.32000000000001
489723,21231,SWEETHEART CERAMIC TRINKET BOX,72,2009-12-02 10:58:00,1.06,14299.0,United Kingdom,False,False,False,False,76.32000000000001
489723,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,36,2009-12-02 10:58:00,0.85,14299.0,United Kingdom,False,False,False,False,30.6
489743,20682,RED SPOTTY CHILDS UMBRELLA,4,2009-12-02 11:24:00,3.25,16550.0,United Kingdom,False,False,False,False,13.0
489765,47503F,ASS FLORAL PRINT TORCH,12,2009-12-02 11:33:00,1.65,15353.0,United Kingdom,False,False,False,False,19.8
489765,21740,COSY SLIPPER SHOES LARGE RED,2,2009-12-02 11:33:00,2.95,15353.0,United Kingdom,False,False,False,False,5.9
489765,22189,CREAM HEART CARD HOLDER,3,2009-12-02 11:33:00,3.95,15353.0,United Kingdom,False,False,False,False,11.85
489765,21329,DINOSAURS  WRITING SET ,2,2009-12-02 11:33:00,1.65,15353.0,United Kingdom,False,False,False,False,3.3
489766,21078,SET/20 STRAWBERRY PAPER NAPKINS ,1,2009-12-02 11:34:00,0.85,17818.0,United Kingdom,False,False,False,False,0.85
